"Handle","Title","Description","SEO Title","SEO Description","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","SKU","Quantity","Regular Price","Sale Price","Cost","Images","Variant Image","Status","Collections","URL","Tax","Created","Updated","Length","Width","Height","Weight"
"Bracelet-ية-الكرسي-stainless-steel",,,,,"color","silver",,,,,"",2,"500","250","","","","","","https://salmabehery.com/en/product/all/Bracelet-ية-الكرسي-stainless-steel","",,,"","","",""
"Small-simple-heart-stainless-steel-ring-","Small Simple Heart Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Small Simple Heart Stainless Steel Ring","Premium jewelry piece.","size","8",,,,,"",0,"185","","","https://assets.wuiltstore.com/cmmdcvrfk0f5d01dfbq0cehtw_rah8tlayoi1gvlvj84vs3ln18jv5.webp","","DRAFT","","https://salmabehery.com/en/product/all/Small-simple-heart-stainless-steel-ring-","Global","2026-03-06T15:45:35.309Z","2026-05-08T16:00:49.667Z","","","",""
"Small-simple-heart-stainless-steel-ring-",,,,,"size","7",,,,,"",0,"185","","","","","","","https://salmabehery.com/en/product/all/Small-simple-heart-stainless-steel-ring-","",,,"","","",""
"moon-with-stone-stainless-steel-ring","Moon with stone- stainless steel ring ","<p>Stainless&nbsp;</p>
<p>free size&nbsp;</p>","Moon with stone- stainless steel ring ","","color","purple",,,,,"",3,"300","190","","https://assets.wuiltstore.com/cmo8xhn3f025y01nd89e18oi0_IMG_5430.webp https://assets.wuiltstore.com/cmo8xioo4025901ofe0d21yj1_IMG_5435.webp https://assets.wuiltstore.com/cmo8xkpw1024u01ocex2w5ufl_IMG_5429.webp https://assets.wuiltstore.com/cmo8xkq1v023m01kr6nfxgn5g_IMG_5427.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/moon-with-stone-stainless-steel-ring","Global","2026-04-21T20:55:01.496Z","2026-05-08T03:58:10.630Z","","","",""
"moon-with-stone-stainless-steel-ring",,,,,"color","red",,,,,"",3,"300","190","","","","","","https://salmabehery.com/en/product/all/moon-with-stone-stainless-steel-ring","",,,"","","",""
"moon-with-stone-stainless-steel-ring",,,,,"color","green",,,,,"",2,"300","190","","","","","","https://salmabehery.com/en/product/all/moon-with-stone-stainless-steel-ring","",,,"","","",""
"moon-with-stone-stainless-steel-ring",,,,,"color","white-clear",,,,,"",3,"300","190","","","","","","https://salmabehery.com/en/product/all/moon-with-stone-stainless-steel-ring","",,,"","","",""
"3-white-flowers-bracelet--stainless-steel-","3 White Flowers Bracelet  Stainless Steel","","3 White Flowers Bracelet  Stainless Steel","Premium jewelry piece.",,,,,,,"",0,"235","","","https://assets.wuiltstore.com/cmmdctdky0f3t01df22zvbdna_yeqhphlshucof9ylqhuvps6im9o3.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/3-white-flowers-bracelet--stainless-steel-","Global","2026-03-06T15:45:35.309Z","2026-05-08T03:57:15.858Z","","","",""
"moon-sun-3-lines-stainless-steel-ring-silver","moon sun & 3 lines stainless steel ring , silver","<p>stainless steel&nbsp;</p>
<p>free size&nbsp;</p>
<p>&nbsp;</p>","moon sun & 3 lines stainless steel ring , silver","",,,,,,,"",1,"200","150","","https://assets.wuiltstore.com/cmms752ey01mg01m12iu93ifh_IMG_3411_5B1_5D.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/moon-sun-3-lines-stainless-steel-ring-silver","Global","2026-03-15T23:17:46.805Z","2026-05-08T03:57:06.236Z","","","",""
"سلسله-ايه-الكرسي","سلسله ايه الكرسي","","سلسله ايه الكرسي","",,,,,,,"",2,"640","400","","https://assets.wuiltstore.com/cmo0f58gy05rp01n0arf501qj_IMG_4682.webp https://assets.wuiltstore.com/cmo0f5djd05k901l7g0e93ckd_IMG_4681.webp https://assets.wuiltstore.com/cmo0f58k205k701l7796y8eu3_IMG_4687.webp","","ACTIVE","Jewelry,Necklace","https://salmabehery.com/en/product/all/سلسله-ايه-الكرسي","Global","2026-04-15T22:03:38.943Z","2026-05-08T03:55:33.503Z","","","",""
"2-pink-flowers-necklace","2 pink flowers necklace ","<p>The length of the necklace 40 cm + 5 cm extension&nbsp;</p>
<p>the necklace stainless steel and the charm is gold plated&nbsp;</p>","2 pink flowers necklace ","",,,,,,,"",1,"500","350","","https://assets.wuiltstore.com/cmor7ir0x03q901ln4dd24aub_F1D03D05-F983-444D-AE3B-299148305E51.webp https://assets.wuiltstore.com/cmor7iqs603q701ln85nsawlh_IMG_6249.webp","","ACTIVE","new collection,Jewelry,Necklace","https://salmabehery.com/en/product/all/2-pink-flowers-necklace","Global","2026-05-04T16:00:02.178Z","2026-05-08T03:54:29.797Z","","","",""
"Basic-stainless-steel-bangle-","Basic Stainless Steel Bangle","<li>Stainless steel&nbsp;</li>","Basic Stainless Steel Bangle","Premium jewelry piece.",,,,,,,"",0,"350","220","","https://assets.wuiltstore.com/cmmdcqchk0f1o01dfcke598nj_ojxsyiffnu3ahx8vil47us0gaugd.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Basic-stainless-steel-bangle-","Global","2026-03-06T15:45:35.309Z","2026-05-08T03:52:49.300Z","","","",""
"Sun--moon-necklace-","Sun  Moon Necklace","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Sun  Moon Necklace","Premium jewelry piece.",,,,,,,"",0,"300","","","https://assets.wuiltstore.com/cmmdctxki0f4701df3wdef8pn_yq45ijcfuyxyp3e0a5r9cfgetwtp.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Sun--moon-necklace-","Global","2026-03-06T15:45:35.309Z","2026-05-08T02:44:07.807Z","","","",""
"Hand-in-hand--two-necklaces-","Hand In Hand  Two Necklaces","<li>Stainless steel&nbsp;</li>","Hand In Hand  Two Necklaces","Premium jewelry piece.",,,,,,,"",0,"300","","","https://assets.wuiltstore.com/cmmdcxiah0f6f01df6z21aj1z_z3v1omsqcycday63bkh20iouyzfw.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Hand-in-hand--two-necklaces-","Global","2026-03-06T15:45:35.309Z","2026-05-08T02:43:03.443Z","","","",""
"Heart-shaped-stainless-steel-necklace-with-pearl-","Heart Shaped Stainless Steel Necklace With Pearl","","Heart Shaped Stainless Steel Necklace With Pearl","Premium jewelry piece.",,,,,,,"",0,"250","","","https://assets.wuiltstore.com/cmmdcjknr0ewx01df22dw9kzp_208nyfnlwu1b0xg2yre9w5kpvxzn.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/Heart-shaped-stainless-steel-necklace-with-pearl-","Global","2026-03-06T15:45:35.309Z","2026-05-08T02:42:35.390Z","","","",""
"Accessories-organizer-","Accessories Organizer","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Accessories Organizer","Premium jewelry piece.",,,,,,,"",0,"160","","","https://assets.wuiltstore.com/cmmdcqsq70f1y01df23rj09km_enlukaowc55kc623mresuqo7ie3l.webp","","DRAFT","Jewelry,Extra things","https://salmabehery.com/en/product/all/Accessories-organizer-","Global","2026-03-06T15:45:35.309Z","2026-05-08T02:41:41.898Z","","","",""
"Square-crystal-stainless-steel-hand-chain--silver-","Square Crystal Stainless Steel Hand Chain  Silver","<li>Stainless steel&nbsp;</li>","Square Crystal Stainless Steel Hand Chain  Silver","Premium jewelry piece.",,,,,,,"",2,"350","250","","https://assets.wuiltstore.com/cmmdcxehw0f6d01df45x3egjo_wlyvs8lvwhnm6ocyhjji9g5ho3zx.webp","","ACTIVE","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/Square-crystal-stainless-steel-hand-chain--silver-","Global","2026-03-06T15:45:35.309Z","2026-05-07T22:34:34.796Z","","","",""
"Vintage-ring-with-green-stone---stainless-","Vintage Ring With Green Stone   Stainless","<li>Stainless steel&nbsp;</li>","Vintage Ring With Green Stone   Stainless","Premium jewelry piece.","size","7",,,,,"",1,"250","200","","https://assets.wuiltstore.com/cmmdcu0ru0f4901dfhq2y9wmh_0gzahgqrnr93xddyd4xc0z74s82d.webp","","ACTIVE","","https://salmabehery.com/en/product/all/Vintage-ring-with-green-stone---stainless-","Global","2026-03-06T15:45:35.309Z","2026-05-07T22:28:05.862Z","","","",""
"Vintage-ring-with-green-stone---stainless-",,,,,"size","8",,,,,"",2,"250","200","","","","","","https://salmabehery.com/en/product/all/Vintage-ring-with-green-stone---stainless-","",,,"","","",""
"Vintage-ring-with-green-stone---stainless-",,,,,"size","9",,,,,"",0,"250","200","","","","","","https://salmabehery.com/en/product/all/Vintage-ring-with-green-stone---stainless-","",,,"","","",""
"5-stackable-ring-gold-plated-crystals","5 stackable ring -gold plated- crystals","<p>Gold plated&nbsp;</p>","5 stackable ring -gold plated- crystals","","size","8",,,,,"",0,"400","","","https://assets.wuiltstore.com/cmmzaw6t0017y01l18dgcfo5y_IMG_3586.webp https://assets.wuiltstore.com/cmmzaw7c002m601kv5jye2qeu_IMG_3581.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/5-stackable-ring-gold-plated-crystals","Global","2026-03-20T22:37:10.530Z","2026-05-07T22:26:08.197Z","","","",""
"Simple-stainless-steel-hand-chain---silver-","Simple Stainless Steel Hand Chain   Silver","<li>Stainless steel&nbsp;</li>","Simple Stainless Steel Hand Chain   Silver","Premium jewelry piece.",,,,,,,"",4,"300","","","https://assets.wuiltstore.com/cmmdcuwxt0f4v01df7d02cs5i_irai3y1yujp3jvl97t7giiitdoxt.webp","","ACTIVE","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/Simple-stainless-steel-hand-chain---silver-","Global","2026-03-06T15:45:35.309Z","2026-05-07T22:23:10.341Z","","","",""
"colorful-stones-y-shape-necklace","colorful stones Y shape necklace.","<p>stainless necklace with gold plated charm.</p>
<p>the lenght of the necklace 40 CM with 5 CM extention .</p>","colorful stones Y shape necklace","",,,,,,,"",0,"350","250","","https://assets.wuiltstore.com/cmms47spw01ld01m1hca8h0aw_IMG_3366_5B1_5D.webp https://assets.wuiltstore.com/cmms4apjj01fn01kvcxpf36uk_IMG_3359_5B1_5D.webp https://assets.wuiltstore.com/cmms4dgth01iq01krculccagg_IMG_3369_5B1_5D.webp","","DRAFT","Jewelry,Necklace","https://salmabehery.com/en/product/all/colorful-stones-y-shape-necklace","Global","2026-03-15T21:55:51.598Z","2026-05-07T22:14:36.935Z","","","",""
"5-stackable-rings-gold-plated-gold-silver","5 stackable rings gold &silver( بدون قفل) ","<p>Gold plated&nbsp;</p>","5 stackable rings gold plated, gold &silver ","","size","7",,,,,"",0,"400","320","","https://assets.wuiltstore.com/cmmzatobv02qb01ld3pk5bgs8_IMG_3474.webp https://assets.wuiltstore.com/cmmzatsfq02qd01ld4njxb6p2_IMG_3480.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/5-stackable-rings-gold-plated-gold-silver","Global","2026-03-20T22:35:13.571Z","2026-05-07T22:14:18.342Z","","","",""
"5-stackable-rings-gold-plated-gold-silver",,,,,"size","6",,,,,"",0,"400","320","","","","","","https://salmabehery.com/en/product/all/5-stackable-rings-gold-plated-gold-silver","",,,"","","",""
"Elegant-stainless-steel-bracelet-with-star-and-flower-details","Elegant Stainless Steel Bracelet With Star And Flower Details","","Elegant Stainless Bracelet With Star And Flower Details","Premium jewelry piece.",,,,,,,"",0,"350","250","","https://assets.wuiltstore.com/cmmdcixu40ewe01dfe9o4gj38_kbdpi5dli3nif5x1hqy1wbzbmdxa.webp","","DRAFT","Jewelry,Bracelet","https://salmabehery.com/en/product/all/Elegant-stainless-steel-bracelet-with-star-and-flower-details","Global","2026-03-06T15:45:35.309Z","2026-05-07T20:56:33.489Z","","","",""
"pink-clover-flower-ring","Pink clover flower ring ","<p>Gold plated&nbsp;</p>
<p>free size&nbsp;</p>","Pink clover flower ring ","",,,,,,,"",0,"290","","","https://assets.wuiltstore.com/cmooo0wqu002c01n72kz1cl3p_IMG_6100.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/pink-clover-flower-ring","Global","2026-05-02T21:18:46.744Z","2026-05-05T18:28:53.486Z","","","",""
"red-heart-shaped-with-crystals-gold-plated-bracelet","red heart shaped with crystals gold plated bracelet","<p>gold plated</p>","red heart shaped with crystals gold plated bracelet","",,,,,,,"",0,"350","","","https://assets.wuiltstore.com/cmnj3kpct07rd01ld9k5zguh2_IMG_4330_5B1_5D.webp https://assets.wuiltstore.com/cmnj3kpkb07q401kvgx848jbs_IMG_4324_5B1_5D.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/red-heart-shaped-with-crystals-gold-plated-bracelet","Global","2026-04-03T19:07:40.971Z","2026-05-05T02:53:05.284Z","","","",""
"daisy stainless steel ring","Daisy Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Daisy Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"220","185","","https://assets.wuiltstore.com/cmmdcnvru0ezz01df84yodli0_pzfwwj7y5rcotwhtbfkwgtlucg9m.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/daisy stainless steel ring","Global","2026-03-06T15:45:35.309Z","2026-05-04T11:44:33.296Z","","","",""
"White-half-moon-with-star-stainless-steel-ring","White Half Moon With Star Stainless Steel Ring","<ul>
<li>Stainless steel .</li>
<li>free size .</li>
</ul>","White Half Moon With Star Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"185","120","","https://assets.wuiltstore.com/cmmdcm3qy0eyr01df555vbuho_e8xyugweq0iha3agx7dspvpt109i.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/White-half-moon-with-star-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-05-02T19:40:55.841Z","","","",""
"Shell--Star-stainless-steel-ring-","Shell  Star Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Shell  Star Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcm0hj0eyp01df88weheon_c0q92jtwbenhn11jh1zdrxo0aorw.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Shell--Star-stainless-steel-ring-","Global","2026-03-06T15:45:35.309Z","2026-05-02T19:40:42.065Z","","","",""
"Royal-green-stainless-steel-ring","Royal Green Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Royal Green Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"200","","","https://assets.wuiltstore.com/cmmdcpykm0f1e01dfechcaf62_rawg2fuzf3izzmzmeo6oltjq45k5.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Royal-green-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-05-02T19:40:04.586Z","","","",""
"5-flowers-silver-stainless-steel-ring","5 Flowers Silver Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","5 Flowers Silver Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"185","140","","https://assets.wuiltstore.com/cmmdcryf20f2r01dfd1079gyz_74q03muk2sl1p17rb1ohr6aryxxs.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/5-flowers-silver-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-05-02T19:39:02.985Z","","","",""
"2-in-1-ring-heart-shaped---gold-plated--gold-","2 In 1 Ring Heart Shaped   Gold Plated  Gold","<p>platinum</p>","2 In 1 Ring Heart Shaped   Gold Plated  Gold","Premium jewelry piece.",,,,,,,"",0,"340","285","","https://assets.wuiltstore.com/cmmdcv0jl0f4x01dfdx82e6cb_5gbhrsa8m112inerapem7ntsybgd.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-in-1-ring-heart-shaped---gold-plated--gold-","Global","2026-03-06T15:45:35.309Z","2026-05-02T19:38:37.992Z","","","",""
"promise-necklace","Promise necklace 🩷","<p>The length of the necklace 40 cm with 5 cm extension&nbsp;</p>","Promise necklace 🩷","",,,,,,,"",0,"280","","","https://assets.wuiltstore.com/cmook6dek002e01lu6v2566fo_IMG_5892.webp","","ACTIVE","new collection,Jewelry,Necklace","https://salmabehery.com/en/product/all/promise-necklace","Global","2026-05-01T22:11:50.977Z","2026-05-02T19:31:02.872Z","","","",""
"pinky-ring-heart-shape-gold-plated","Pinky ring heart shape- gold plated ","<p>Gold plated&nbsp;</p>
<p>free size&nbsp;</p>","Pinky ring heart shape- gold plated ","",,,,,,,"",1,"250","190","","https://assets.wuiltstore.com/cmnwazriz048w01l8g4vxa1yt_IMG_4828.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/pinky-ring-heart-shape-gold-plated","Global","2026-04-13T00:56:22.707Z","2026-04-30T23:34:15.372Z","","","",""
"4-stackable-rings-gold-plated","4 stackable rings gold plated","<p>Gold plated</p>","4 stackable rings gold plated","","size","7",,,,,"",0,"410","","","https://assets.wuiltstore.com/cmnkq38ed006x01lz4fk6dqb1_IMG_4369.webp https://assets.wuiltstore.com/cmnkq35dm006v01lzaltw7nrg_IMG_4373.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/4-stackable-rings-gold-plated","Global","2026-04-04T22:25:38.727Z","2026-04-21T23:51:34.309Z","","","",""
"4-stackable-rings-gold-plated",,,,,"size","6",,,,,"",0,"410","","","","","","","https://salmabehery.com/en/product/all/4-stackable-rings-gold-plated","",,,"","","",""
"5-stackable-rings-gold-plated","5 stackable rings- gold plated","<p>Gold plated&nbsp;</p>","5 stackable rings- gold plated ","","size","6",,,,,"",0,"400","340","","https://assets.wuiltstore.com/cmmzbd7on02ma01kv35hv0c53_IMG_3594.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/5-stackable-rings-gold-plated","Global","2026-03-20T22:47:51.939Z","2026-04-21T23:51:34.309Z","","","",""
"Crystals-fancy-stainless-steel-hand-chain--silver-","Crystals Fancy Stainless Steel Hand Chain  Silver","<li>Stainless steel&nbsp;</li>","Crystals Fancy Stainless Steel Hand Chain  Silver","Premium jewelry piece.",,,,,,,"",5,"400","","","https://assets.wuiltstore.com/cmms4jzdx01gw01ld3z3r1obv_IMG_3397_5B1_5D.webp","","ACTIVE","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/Crystals-fancy-stainless-steel-hand-chain--silver-","Global","2026-03-06T15:45:35.309Z","2026-04-21T23:51:34.309Z","","","",""
"elegant-hand-chain","Elegant hand chain","<p>Gold plated&nbsp;</p>","Elegant hand chain","",,,,,,,"",0,"500","450","","https://assets.wuiltstore.com/cmo7hwyt301ow01o71jg51gvl_IMG_5316.webp https://assets.wuiltstore.com/cmo7hwywc01px01ofdbdhew7y_IMG_5325.webp https://assets.wuiltstore.com/cmo7hwzsa01po01krfwe59dlo_IMG_5326.webp https://assets.wuiltstore.com/cmo7hx34901pq01kr9a3edhep_IMG_5327.webp https://assets.wuiltstore.com/cmo7hwyqn01pb01ocehdah01n_IMG_5323.webp","","ACTIVE","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/elegant-hand-chain","Global","2026-04-20T20:55:37.315Z","2026-04-21T23:51:34.309Z","","","",""
"Sun-Face-Statement-Ring-","Sun Face Statement Ring","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Sun Face Statement Ring","Premium jewelry piece.",,,,,,,"",3,"220","185","","https://assets.wuiltstore.com/cmmdcnyq60f0101dfhow514b9_4s484ij8rueejd4aejicdn1av1rn.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Sun-Face-Statement-Ring-","Global","2026-03-06T15:45:35.309Z","2026-04-21T23:51:34.309Z","","","",""
"golden-hamsa-with-crystals-bracelet-gold-plated-bracelet","golden hamsa with crystals bracelet _ gold plated bracelet","<p>gold plated</p>","golden hamsa with crystals bracelet _ gold plated bracelet ","",,,,,,,"",0,"350","","","https://assets.wuiltstore.com/cmnj3vyiw07q701kv7w243ecr_IMG_E4334_5B1_5D.webp https://assets.wuiltstore.com/cmnj3vywp07se01kva6v8dasw_IMG_4335_5B1_5D.webp","","ACTIVE","Jewelry,Bracelet","https://salmabehery.com/en/product/all/golden-hamsa-with-crystals-bracelet-gold-plated-bracelet","Global","2026-04-03T19:16:26.237Z","2026-04-21T23:51:34.309Z","","","",""
"snake-ring-size-7-stainless-steel-gold","snake ring size 7 , stainless steel ,gold","<p>stanless steel</p>
<p>size 7&nbsp;</p>","snake ring size 7 , stainless steel ,gold","",,,,,,,"",7,"185","110","","https://assets.wuiltstore.com/cmms6yi1201go01kv1c40bbbq_IMG_3405_5B1_5D.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/snake-ring-size-7-stainless-steel-gold","Global","2026-03-15T23:12:40.407Z","2026-04-21T23:51:34.309Z","","","",""
"Stainless-steel-hand-chain-with-ring-","Stainless Steel Hand Chain With Ring","<li>Stainless steel&nbsp;</li>","Stainless Steel Hand Chain With Ring","Premium jewelry piece.",,,,,,,"",0,"250","","","https://assets.wuiltstore.com/cmmdcotjp0f0l01df45t5bmk8_3s2u69y0v399777d3kfagy09nyl8.webp","","DRAFT","Jewelry,Hand Chains","https://salmabehery.com/en/product/all/Stainless-steel-hand-chain-with-ring-","Global","2026-03-06T15:45:35.309Z","2026-04-15T01:32:47.808Z","","","",""
"Flower-ring-inspired-by-Rapunzel-","Flower Ring Inspired By Rapunzel","Premium jewelry piece.","Flower Ring Inspired By Rapunzel","Premium jewelry piece.",,,,,,,"",0,"220","","","https://assets.wuiltstore.com/cmmdcvoho0f5b01dfhz0w329n_05dmesqzrd8e6zgzzpmzihobgnsd.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Flower-ring-inspired-by-Rapunzel-","Global","2026-03-06T15:45:35.309Z","2026-04-15T01:08:05.785Z","","","",""
"Golden-Oval-Halo-Necklace","Golden Oval Halo Necklace","<div>will not affected by using water or perfumes .</div><div><br></div><div>The material is : stainless steel and beads .</div><div>ï»¿</div><div>The length of the bracelet : 16 cm + 5 cm extension.</div>","Golden Oval Halo Necklace","Premium jewelry piece.",,,,,,,"",2,"250","","","https://assets.wuiltstore.com/cmmdcjvgq0ex501dfbmo01add_xz33jidsje90m9z9xvwggaurdwxb.webp","","ACTIVE","Jewelry,Necklace","https://salmabehery.com/en/product/all/Golden-Oval-Halo-Necklace","Global","2026-03-06T15:45:35.309Z","2026-04-15T01:07:26.947Z","","","",""
"Tree-Branch-stainless-steel-Ring-","Tree Branch Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Tree Branch Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",1,"200","","","https://assets.wuiltstore.com/cmmdchawy0ev801df8ji16zin_bkyx9zfffrk959m1qvl3k8qkv8lz.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Tree-Branch-stainless-steel-Ring-","Global","2026-03-06T15:45:35.309Z","2026-04-15T01:05:02.213Z","","","",""
"Oval-Tribal-stainless-steel-Ring","Oval Tribal Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","Oval Tribal Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",3,"150","","","https://assets.wuiltstore.com/cmmdcrsec0f2n01dfd1h4hn8s_nhscdrogg5jrgk745cvznhs2mx1y.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/Oval-Tribal-stainless-steel-Ring","Global","2026-03-06T15:45:35.309Z","2026-04-15T01:00:50.271Z","","","",""
"Modern-design-stainless-steel-ring---silver-","Modern Design Stainless Steel Ring   Silver","<li>Stainless steel&nbsp;</li>","Modern Design Stainless Steel Ring   Silver","Premium jewelry piece.",,,,,,,"",0,"110","","","https://assets.wuiltstore.com/cmmdcsk930f3901dfgquf31di_44bs00yhnle38417111kzl3fd13f.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/Modern-design-stainless-steel-ring---silver-","Global","2026-03-06T15:45:35.309Z","2026-04-15T00:41:08.900Z","","","",""
"2-curves-stainless-steel-ring-","2 Curves Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","2 Curves Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",3,"185","","","https://assets.wuiltstore.com/cmmdcwtib0f5z01dfec9v3f27_spfyp3uz0e9oi7x3dypt2av2pdj7.webp","","ACTIVE","Jewelry,Rings","https://salmabehery.com/en/product/all/2-curves-stainless-steel-ring-","Global","2026-03-06T15:45:35.309Z","2026-04-15T00:28:42.032Z","","","",""
"5-stackable-rings-gold-plated-chain-design","5 stackable rings - gold plated- chain design","","5 stackable rings - gold plated- chain design ","","size","8",,,,,"",0,"400","340","","https://assets.wuiltstore.com/cmmzb0j3b018301l1bwbn6yul_IMG_3453.webp https://assets.wuiltstore.com/cmmzb0dyv018101l1g0xk3ekb_IMG_3452.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/5-stackable-rings-gold-plated-chain-design","Global","2026-03-20T22:40:25.443Z","2026-04-14T21:42:12.113Z","","","",""
"2-starfish-stainless-steel-ring","2 Starfish Stainless Steel Ring","<li>Stainless steel&nbsp;</li>","2 Starfish Stainless Steel Ring","Premium jewelry piece.",,,,,,,"",0,"150","","","https://assets.wuiltstore.com/cmmdcm9yg0eyv01dfhv5h2tue_iddqkddp37djw7pj6mvm0gawjcxg.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-starfish-stainless-steel-ring","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:40:14.520Z","","","",""
"2-in-1-ring-heart-shaped--gold-plated--silver","2 In 1 Ring Heart Shaped  Gold Plated  Silver","<li>Gold Plated</li>","2 In 1 Ring Heart Shaped  Gold Plated  Silver","Premium jewelry piece.",,,,,,,"",0,"340","285","","https://assets.wuiltstore.com/cmmdcv4710f4z01df7mg7fn4j_3u8ilaq77q8y7mzib9ywz3s9hvl7.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-in-1-ring-heart-shaped--gold-plated--silver","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:37:44.613Z","","","",""
"2-in-1-ring--snake-shaped-gold-plated--gold-","2 In 1 Ring  Snake Shaped Gold Plated  Gold","Premium jewelry piece.","2 In 1 Ring  Snake Shaped Gold Plated  Gold","Premium jewelry piece.",,,,,,,"",0,"340","","","https://assets.wuiltstore.com/cmmdcvdgi0f5501df546y75ri_hv7uzjmgn62uh601mbpe9j6vi6bx.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-in-1-ring--snake-shaped-gold-plated--gold-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:35:45.665Z","","","",""
"2-in-1-ring--snake-shaped--gold-plated--silver-","2 In 1 Ring  Snake Shaped  Gold Plated  Silver","Premium jewelry piece.","2 In 1 Ring  Snake Shaped  Gold Plated  Silver","Premium jewelry piece.",,,,,,,"",0,"340","","","https://assets.wuiltstore.com/cmmdcvh5d0f5701dfb41l7gk9_6032k73l4zc0zyctqctobowizvyd.webp","","DRAFT","Jewelry,Rings","https://salmabehery.com/en/product/all/2-in-1-ring--snake-shaped--gold-plated--silver-","Global","2026-03-06T15:45:35.309Z","2026-04-14T21:32:10.189Z","","","",""
